verb,x,y
boil,-73.8890993,-49.20365814
heat,-74.71454185,-47.09787316
chill,-75.12186413,-47.06118086
ferment,-74.53365286,-45.14814967
thaw,-74.59930735,-43.0333677
bleach,-40.13156786,-65.27970963
poison,-52.7213707,-75.90130141
air,-27.23114208,-67.0673215
jam,-24.33003685,-76.16562311
herd,-58.38603662,-72.95417503
anchor,-39.18408716,-85.19554892
shrink,-38.62069296,-31.07567066
melt,-52.86361308,7.369783857
swamp,-52.06376368,7.788308774
drain,-54.8824892,6.029120221
bend,-53.80490907,4.04326674
spread,-48.40842196,5.260455438
rotate,-56.27357079,1.168739279
crack,-46.53448335,2.309478816
let,-16.81498538,2.66808101
make,-18.31359138,2.603942838
bring,-18.34236828,0.893985655
give,-16.65488359,1.680196613
cover,-21.04547745,4.149620633
carry,-19.56367445,0.13090982
calm,23.81405165,-25.48765964
quiet,24.671108,-25.47175924
idle,20.92031929,-31.16305851
empty,20.57269406,-31.22610664
smooth,15.53481774,-26.90077592
thin,15.24523169,-27.95973941
humble,26.31850727,-25.70478527
black,14.88493184,-27.45115492
corrupt,14.53902842,-26.34130527
brown,14.62268024,-29.13406958
tame,27.56046862,-25.63826498
red,14.35123607,-29.52698189
bankrupt,14.39118985,-25.85297614
mute,28.31652811,-26.59348185
moderate,28.41984647,-24.66540705
warm,19.24015469,-24.35926101
blunt,28.83168847,-25.57606633
cool,18.6351505,-24.29070396
obscure,24.16824575,-27.51339066
diffuse,29.6424985,-28.51361818
damp,18.16573852,-25.05827704
dry,18.08783662,-24.55521983
orphan,26.21213097,-19.86475786
blind,26.52861369,-19.81587614
flush,17.58990962,-24.99593939
clean,17.94796867,-23.06782022
perfect,26.25134083,-20.05853885
flood,-22.34909457,-69.16135448
spill,-21.21751446,-64.46874481
fire,-17.74428336,-71.86747447
alarm,-17.30798147,-72.71877319
leak,-20.85194022,-63.68974079
export,-15.81376092,-54.5517724
overload,-21.17743182,-61.94754422
exhaust,-26.15461433,-66.36073072
harm,-18.56421477,-54.65270165
damage,-18.72370733,-54.69429426
raise,1.949283294,-22.09539403
recoup,5.471959319,-16.43088767
recover,5.698298678,-16.26693169
save,-1.559526086,-17.68275404
resell,6.747286125,-28.88263508
sell,5.279201614,-29.95475258
unload,6.321997489,-30.61696133
swap,5.494608384,-32.8003547
squander,-8.87839083,-18.53294689
subsidize,18.0684615,-18.04410093
spoil,-12.64533293,-19.03762789
ruin,-12.67788088,-19.12990541
lower,10.32402955,-38.62749915
level,8.535688989,-39.21111133
speed,5.813616593,-40.40923185
forward,14.6053133,-28.80960806
upset,10.47512432,-34.16775041
surprise,45.79663053,-57.83768011
insult,49.30977347,-46.80963692
close,12.28166123,-18.40024135
settle,10.95520965,-16.36394517
slow,16.55458597,-28.44734293
control,10.76753651,-18.50373498
influence,11.63530031,-18.40940719
force,11.66070327,-13.93737626
wrest,8.084477665,-16.84121034
cause,14.14409627,-7.612068627
strain,23.86719279,-26.57941197
stress,23.87011808,-26.60188547
trigger,14.50039292,-6.615432844
warp,19.66911704,-32.42937996
scale,13.61294591,-36.65372641
foster,28.08932005,-9.265820028
alert,48.81116301,-28.82028972
create,-1.698044581,13.46133378
generate,-2.310314433,14.77341996
extract,1.324534111,15.52501715
garner,-6.63149607,17.72574536
transform,1.904498715,5.000122209
convert,2.771925975,4.428478191
lose,-10.27581356,18.67168178
collect,7.798038776,5.676211499
distribute,5.554840332,3.218163421
integrate,8.117559634,22.18084084
circulate,9.406439181,6.852836682
meld,8.892682583,21.85634859
combine,8.961441156,21.7609749
gather,10.42845624,7.690400164
promote,7.497131118,12.90432996
commercialize,9.725159525,15.03868659
disseminate,10.18603868,14.54098709
capture,-12.49649247,26.17908585
coordinate,17.24736045,12.00769228
initiate,-16.79418455,4.770650119
transfer,-7.862906866,-6.966320401
facilitate,-17.36123356,4.857842848
expedite,-17.83803859,4.918742221
clinch,-21.49431933,22.38453532
defeat,-21.58784062,21.86262559
invalidate,30.72848223,5.419545467
nullify,30.41159158,5.747003252
reinstate,27.46289858,-0.047110795
rescind,26.7474235,-0.45544651
annul,28.49693541,6.356909994
overturn,32.54485865,5.027121498
revoke,26.26893461,-1.030853031
override,33.02302009,4.366687617
suspend,25.2751825,-2.573993027
discontinue,25.11742763,-2.815995568
dissolve,26.86711417,9.881102864
waive,22.76536525,-5.503544865
invoke,32.52408178,11.78628232
terminate,22.32936511,-5.089573642
amend,28.05443719,10.31182753
withhold,25.81063762,-8.516263459
enforce,32.25479627,12.83781069
rewrite,27.63777712,10.91614116
impose,31.85906198,12.88781843
extend,18.89514234,-3.670895878
modify,29.53324382,10.94365353
revise,29.59709215,11.15892607
relinquish,15.98063015,-2.819690935
sever,15.78071162,-4.248590683
cede,16.02644044,-2.777990999
withdraw,15.67910926,-4.693875214
fulfill,17.51549001,-4.323832931
finalize,25.18054889,12.26329337
enact,30.09754005,6.517943061
rework,24.56748146,12.5528943
authorize,37.09279451,2.831521043
jettison,11.55376768,7.162517106
sweeten,20.72360825,-7.649373773
divest,13.04386832,-5.707553867
reject,40.62436174,4.993803048
implement,23.34775737,8.52785155
formulate,22.83900726,8.404372977
defer,26.02505115,-17.54986923
cancel,28.23277222,-18.09000118
postpone,27.60154663,-18.86840608
delay,28.37498301,-18.98462379
abbreviate,30.19954879,54.85883984
parse,34.82877706,52.28004789
sculpt,33.82877358,55.23574107
superimpose,33.24260739,55.70077952
splice,38.23715127,55.66642025
embed,34.81299163,57.91962009
contrive,17.1226126,43.33267359
fabricate,17.39382422,41.93385729
scour,20.7580823,36.93236516
unearth,20.94075683,35.45002508
exhume,19.41178667,37.0028845
sharpen,36.04572987,39.4193415
uncover,20.89918575,35.22793888
cull,19.83269553,36.66670475
unravel,20.69005272,34.24819669
vaccinate,19.47148813,36.29921256
drench,27.14235633,63.61856276
scorch,24.53542126,63.05507853
blacken,23.58855708,63.72504009
submerge,24.50914346,60.49613902
detach,24.46758703,60.38286213
unfold,-44.44441214,36.96290205
morph,-48.24967356,41.36350578
abate,-48.93228151,33.43539348
mutate,-45.89951534,44.04274098
explode,-48.99650736,30.48574204
evaporate,-48.82058987,29.77929636
fade,-41.00212264,30.31909579
beget,-47.22760273,44.79598134
blur,-40.94668417,29.37630315
bleed,-48.53775314,24.47486786
grow,-42.42184686,52.17479834
multiply,-43.92669914,52.91405127
subtract,-44.37246638,53.22263564
mislead,-11.11961292,84.03392521
deceive,-11.14465859,84.0596874
conceal,-1.082258942,80.19902559
dupe,-13.61204307,86.44335115
inflate,3.016165097,79.33454156
deflate,3.100018537,79.81833599
botch,-3.081923329,87.63470904
defraud,-18.30078418,88.74684678
falsify,6.324085648,74.46422981
smuggle,-23.03058124,87.36952454
exaggerate,9.283920592,73.72889758
downplay,9.341232317,73.45254576
disburse,-26.73374122,89.00043304
impart,20.79141467,48.35525293
illuminate,26.53338938,45.44074869
highlight,24.68229388,52.97121131
emphasize,25.09393174,52.82719487
dramatize,24.47970312,52.49700799
magnify,19.27711258,57.33434001
distort,18.1419564,58.31712415
enliven,28.04078625,51.54393111
crystallize,23.80062792,53.59522813
encapsulate,23.33827302,53.4945547
disavow,7.118987987,78.49204735
disparage,3.062436289,72.76777978
denigrate,3.128388503,72.44785698
demean,5.034777083,72.51195625
construe,8.746988108,69.89000485
debunk,1.797151617,67.2481366
impel,2.33133354,95.29996074
disprove,1.62757962,62.84825605
validate,2.367839137,61.70745938
glorify,29.03030735,77.28294559
electrify,50.53700423,77.72089564
stylize,66.65870782,72.91468693
strew,70.68623259,67.29150534
suffuse,69.56518729,70.02669895
modulate,70.24741678,69.03533536
smite,55.80031739,73.05887449
tow,78.4231445,62.52579937
sadden,54.63441548,77.72333768
exasperate,53.66788961,77.56234634
activate,48.72361232,51.85839566
enrich,49.51770316,53.33160002
specialize,58.24962123,46.01727107
evoke,37.62498295,56.41478502
juxtapose,62.26089818,65.5349198
carve,66.81217448,64.88929294
recline,72.44081079,53.31957285
condense,-73.31618126,-27.02393567
decompose,-73.79983064,-27.04598184
prune,-72.6158338,-24.21691002
fertilize,-72.76937073,-24.71530238
mow,-72.22575978,-22.90269318
ripen,-74.50777192,-28.03191203
thicken,-72.06286411,-27.75720872
darken,-71.41144124,-24.35306501
flatten,-71.78876944,-29.32170794
brighten,-72.0073834,-24.11372916
invert,-71.70105488,-30.41006184
harden,-69.24484981,-22.96741554
soften,-69.58646221,-22.81629455
lighten,-70.87758891,-21.73750034
straighten,-70.91956631,-21.62668427
stiffen,-65.60761949,-20.97987185
tighten,-64.96787437,-20.82374299
loosen,-64.41442537,-20.73938675
seed,-77.30365671,-33.89394819
shred,-69.37030168,-24.68921101
triple,-88.666419,-11.99901855
quadruple,-89.4030868,-11.8192943
strip,-46.13147319,-31.49334273
pin,-47.09435891,-30.1156993
screw,-47.60518735,-29.15295049
fold,-51.46903684,-33.08476978
pump,-42.0441169,-38.88860399
skim,-59.07139537,-37.14877656
pour,-59.52661849,-37.26225322
churn,-65.83396148,-18.09177149
plow,-56.19777574,-11.29665099
conjure,-66.05331612,-16.89456566
mete,-68.30208683,-15.53489542
soak,-55.24252865,-30.70363093
shake,-51.0589523,-29.97915709
wound,-28.73003188,-13.90195893
put,-31.52949089,-14.58684821
down,-28.06816717,-16.58410093
set,-26.65695708,-14.57317808
break,-28.23597767,-12.94494793
bounce,-31.2996032,-11.86821974
grind,-35.06123073,-18.54991661
turn,-32.31379937,-10.54200922
pass,-27.14065492,-14.81791696
throw,-29.97477627,-14.49458589
burn,-33.11500523,-9.491346302
drag,-34.44722186,-14.48461447
notch,-30.76118486,-24.39097777
rip,-32.98170652,-11.06420985
fill,-37.37909347,-7.544022225
roll,-38.38334748,-20.3173622
move,-32.5232132,-3.381384122
end,-18.38715515,-20.9803621
lift,-40.47958369,-11.08215821
boost,-39.76027708,-10.22138199
cushion,-39.89861662,-10.97534795
bust,-20.93518267,-27.38229428
color,0.898301483,-55.24310604
spice,-0.13772707,-53.77839029
mix,-0.833240874,-52.57898351
blend,-0.865515323,-52.51769634
emit,-8.323550531,-46.00625656
shine,-7.70883463,-47.94522257
vibrate,-8.691305176,-46.70809872
splash,-7.35447191,-30.78065358
slaughter,1.285558354,-69.55778158
torture,27.72792947,-79.26713231
rape,27.71464445,-78.0778299
murder,27.95560394,-77.13324521
abuse,23.37620623,-81.55302158
exile,28.09224362,-73.43373566
sentence,32.05160154,-71.70171615
credit,20.48749509,-39.27320919
aid,24.62841832,-35.05317283
split,15.16859943,-52.65018519
divide,15.5700486,-52.87515236
box,4.517132986,-61.8011437
coin,5.55825566,-62.66881788
tip,-6.086344756,-52.32778088
chip,8.229404529,-63.70671967
bench,4.037240723,-54.02066001
clone,9.792917819,-63.84134254
boot,-12.65964337,-74.38982219
ring,-8.386010493,-74.14614581
delete,56.90406527,-11.25913013
advance,47.62929046,-14.98045486
pause,31.01383446,-27.29425165
effect,30.29908764,-22.64849347
even,18.47795699,-26.59805009
better,18.27724209,-26.86922964
rid,20.03619349,-11.07851685
deepen,-46.57863877,4.090212893
augment,-33.34499078,13.97444951
supplement,-32.3738144,12.40308914
improve,-33.69773635,14.63734399
enhance,-33.99658177,15.23598487
heighten,-48.26414294,3.876452013
prolong,-43.7357873,-0.545574508
intensify,-48.49721236,2.844348955
hasten,-45.79563852,-0.083925668
dampen,-49.63170043,5.219186638
diminish,-35.01796136,17.57647059
accelerate,-46.31003902,0.021764115
escalate,-48.94868279,2.65334897
dilute,-35.14153182,17.98584483
quicken,-47.29048947,0.42922454
shorten,-41.31676526,-2.177059229
lengthen,-41.30808419,-2.18169979
depress,-50.04355166,5.553504848
buttress,-26.48847608,7.497655493
bolster,-26.25952942,7.003049776
strengthen,-26.06429014,6.626975312
devalue,-29.77095807,-1.214490992
liberalize,-28.62334198,-1.419844113
redirect,-35.53209336,17.13533013
divert,-35.66982704,17.48082734
harmonize,-27.62279833,-2.979839706
deflect,-35.78132861,18.16877724
exacerbate,-54.35413556,22.95770258
worsen,-54.99750856,22.60285975
aggravate,-54.59787921,23.24319264
cripple,-35.99993147,40.62269344
devastate,-35.8324563,40.56137155
paralyze,-35.23266614,42.68651955
degrade,-35.35825209,43.49747332
disturb,-33.52049529,44.50868117
overwhelm,-32.71606263,44.83481962
displace,-30.74874021,44.05951111
supplant,-29.27862104,43.62159589
jeopardize,-38.74834124,37.37520315
stymie,-33.94750802,35.89956561
affect,-38.86968625,37.42283913
hamper,-40.49221609,35.6174817
erode,-30.61257158,33.69937808
hinder,-40.99368823,35.80564902
weaken,-30.56171813,33.7519399
destabilize,-28.86584599,34.77550752
undermine,-30.8433314,33.49371416
impede,-42.10805242,35.63301576
undercut,-31.03758114,33.1428065
impair,-39.16155803,32.98456927
derail,-35.80772079,37.26020602
scuttle,-35.891618,37.27875088
constrain,-38.74626698,32.44776196
disrupt,-42.98136407,36.40052004
inhibit,-42.50237871,34.13598707
interrupt,-44.17938223,36.98187618
subvert,-25.96489663,35.17846052
complicate,-42.67500975,43.018151
revolutionize,-42.48133321,32.57850034
deplete,-32.06903503,43.12543041
frustrate,-43.0789931,43.72537491
contaminate,-32.13155919,44.57343569
usurp,-21.66627987,40.03776009
supersede,-21.6472244,40.04969374
pollute,-32.16741208,44.97765544
legitimize,-24.11940023,35.1932539
shatter,-31.08846379,52.00346231
tarnish,-32.51801404,27.8580044
embolden,-43.85496125,44.7098454
perpetuate,-23.82160131,35.21191804
thwart,-33.89655989,36.31886062
smother,-30.47619031,52.54344618
overshadow,-33.90599432,26.72737508
quash,-33.72737546,38.02065784
detract,-34.73437456,25.58295641
strangle,-30.00240476,53.08358657
envelop,-28.88463194,55.47688735
suffocate,-29.75675693,53.25093381
wreak,-45.53156914,30.83013414
sicken,-29.00182983,53.44410648
starve,-27.51055379,53.57663124
unleash,-44.21325407,45.76782151
stifle,-45.75204341,46.50130244
crush,-43.69272772,45.4259799
suppress,-45.79509795,46.52363046
inspire,-57.66125938,45.71398672
energize,-56.93900634,43.67385521
motivate,-57.61970281,44.96864469
galvanize,-56.37799376,42.58551215
mobilize,-56.03799814,41.75954004
stoke,-58.377926,54.0117876
reignite,-58.37826002,53.76821628
rekindle,-58.35352441,53.58801248
engender,-57.72114438,52.2549664
rouse,-58.23906447,54.52117585
awaken,-58.20554915,54.53236284
ignite,-56.14316462,55.42934657
spark,-56.21506585,55.39829604
arouse,-57.26418271,54.06936794
elicit,-57.29604366,54.11765455
provoke,-54.86066063,53.98670452
inflame,-54.45980744,54.81493938
incite,-55.1813009,52.71050303
extinguish,-51.85219736,57.79998841
unify,-45.24745524,36.86423498
unite,-45.23215214,36.85819138
foment,-55.44858835,51.75056795
disperse,-48.49646076,59.20472321
repel,-48.42748927,59.26472049
sow,-55.52190387,51.58006489
confuse,-43.32032658,54.01816147
distract,-43.30852401,54.00876709
subdue,-46.56073533,60.48039013
liberate,-40.08147771,35.61633185
banish,-37.94580277,39.31111979
stun,-45.98713505,61.02379452
conquer,-35.50696487,40.02799142
vanquish,-35.90822038,39.72334064
slay,-35.83974265,39.64682089
extricate,-39.36269458,33.62247317
heal,-36.05585365,37.38840219
terrify,-50.65220439,73.05182879
horrify,-50.24632218,72.55441566
astonish,-51.55453321,72.9258066
overpower,-48.63301305,71.60528005
amaze,-52.64130255,73.03847259
startle,-50.72022858,74.03937589
captivate,-53.46448574,71.20237124
agitate,-54.01964019,70.19667083
enchant,-54.05552708,71.87455018
excite,-53.08788576,69.61199246
dazzle,-54.22104564,71.52366916
baffle,-52.26256076,68.50545439
gratify,-54.75662192,72.56650112
confound,-50.8508657,66.69969935
fascinate,-52.85991218,75.4873365
disorient,-46.71298857,71.17947629
bewilder,-46.50065369,71.19201568
enlighten,-56.70266704,71.84897044
irritate,-50.96687456,67.96273964
amuse,-53.0048209,76.17698729
infuriate,-49.42119246,66.06280433
entertain,-57.40984773,71.09325116
annoy,-51.87179213,67.96134312
enrage,-48.44725321,66.11087813
traumatize,-44.87223198,71.7971616
uplift,-57.55592738,72.68855805
demoralize,-46.76682393,66.72254747
exalt,-55.46081024,74.2628665
satirize,-55.54152213,74.338744
victimize,-43.17555286,72.88613831
antagonize,-49.92222286,63.10978236
alienate,-49.71419179,62.54098785
offend,-50.10639445,63.35067703
disappoint,-50.27407478,63.44079587
immerse,-55.74068131,77.76082787
polarize,-53.18294456,57.62224458
impress,-42.69821145,70.99850612
torment,-42.1546213,74.9002254
seduce,-41.44657684,72.81103229
befriend,-40.82161357,72.75571064
erect,10.16580581,24.62087421
construct,10.05413281,23.91983383
build,9.855081338,23.47768137
install,11.82371547,26.10501773
equip,12.1948013,26.67874308
bulldoze,5.131874182,31.54872401
subdivide,5.305250941,31.8286518
repackage,5.537764697,33.84822398
demolish,6.856609131,26.73463805
raze,6.793152898,26.83002579
excavate,6.179316614,29.41011001
retrain,13.76089945,30.25117559
redevelop,6.37021764,26.71368713
rezone,6.309633037,27.14350466
disarm,-3.914119946,29.56443552
disband,-3.969186369,29.60946164
reassign,13.97895843,36.13817303
demote,13.90955919,36.56153025
renovate,6.531427719,21.97137821
refurbish,6.545386127,21.87607448
remodel,7.53132881,21.69431459
replace,19.91383707,30.61826235
reconstitute,-6.486374199,32.66596214
remove,20.32059971,30.58016208
dismantle,-7.108876831,32.13347122
rehabilitate,3.576080165,18.79015671
uproot,-7.989665004,32.17838405
rebuild,1.931062211,16.83143617
fortify,2.280671196,16.6292173
repaint,21.47934364,30.43876442
reinstall,21.76564668,30.77337349
sabotage,-13.25720791,33.27622189
insulate,4.467873775,36.72441796
wean,6.79958886,37.3012539
propagate,-11.7322859,36.08049571
redistribute,-1.021408582,51.59952674
nationalize,-2.788876424,53.71947436
decimate,-3.475544069,54.81340687
politicize,-3.849425082,54.94401464
industrialize,-3.292379049,54.18512306
formalize,-3.899515044,51.85508228
institutionalize,-3.616575623,53.59152814
downsize,-3.392852662,53.3187594
sterilize,3.951119603,49.15189339
sequester,4.430834541,49.10869306
segregate,4.348267969,48.89232498
dishearten,-6.227724758,61.24555784
debilitate,-5.915610592,61.21528906
constrict,-7.770073245,59.48773428
foreclose,6.481273109,47.2531716
hospitalize,7.319582143,48.9134387
dislocate,-4.831120693,64.54972457
amputate,-4.454137751,64.98504973
immobilize,-5.396914131,66.81702884
incapacitate,-5.467417321,66.9752529
inundate,-13.59487965,53.73239854
scatter,-14.7567449,52.10405925
saturate,-14.32666012,53.17069648
purge,-8.955988492,40.65580871
cleanse,-9.48553206,39.31797602
purify,-9.638006879,39.05381548
change,-17.35291839,10.06967745
help,-4.524350508,6.491891334
switch,-19.29886378,9.600805251
reset,-5.194715665,1.273820365
assist,-5.173900749,6.631974146
enable,-0.798389441,5.98453459
allow,-0.34279939,5.831266503
permit,-0.009424086,4.956636443
compress,2.388806367,43.32733796
synthesize,2.78360013,43.22579674
reproduce,13.78166109,31.31941402
replicate,14.43894397,32.38483111
sustain,-14.7415859,36.27158711
infringe,-19.2422414,70.35163988
equate,-23.90598825,61.73071624
mail,23.90522785,-58.5523779
father,57.92117409,-63.27623112
flash,8.086361853,-56.77840263
dim,7.080482766,-57.55126708
light,7.392762507,-57.14005497
shutter,7.145935087,-55.89305245
frame,24.3290416,-51.95590765
flag,18.84221614,-63.66731851
condone,-43.13685112,54.44394823
ban,-45.42776959,54.53205418
dissuade,-30.12947857,65.02125566
prohibit,-45.52675049,54.93374942
discourage,-42.28341197,44.25166704
deter,-41.84744259,43.5485514
disqualify,-29.00907924,65.6740011
prevent,-41.84938632,42.91346523
exempt,-47.39490819,56.41948918
discriminate,-47.59903757,56.58372194
elect,-19.15139527,47.05842
exonerate,-24.8627036,67.7002782
absolve,-22.29612048,69.87445316
deprive,-22.05223815,70.03231534
avert,-51.87197914,19.67593948
forestall,-51.96734256,19.56514481
encourage,-62.51570169,26.77257614
induce,-63.0329224,25.95673948
placate,-60.08952702,25.49328394
appease,-60.08528407,25.47163707
entice,-64.36386233,27.94352684
lure,-64.33357556,28.07945238
spur,-54.92910671,13.78439148
stimulate,-54.97566918,13.77739669
coax,-65.6902171,28.4629573
attract,-64.98664138,29.08843315
compel,-64.82043168,26.71543377
persuade,-64.43760305,27.67873299
convince,-64.85983928,28.51213373
assuage,-38.13575666,28.53212805
allay,-37.75770657,28.22963358
absorb,-40.63238778,31.58700138
dispel,-36.82284004,27.3956276
mend,-37.37309009,31.17880597
overcome,-33.00387636,24.17696674
ram,-41.6055579,-3.359203961
smash,-41.68735016,-3.416172766
plug,-44.22805497,-55.94082965
brush,-41.8416952,-57.0686744
scrub,-42.47813485,-57.29835132
pound,15.18708864,-45.27429027
hit,7.116444308,-39.40079474
slam,1.597578944,-29.81995965
thrust,11.42778019,-45.13023559
punt,-2.518051966,-42.64676441
pressure,11.47142441,-15.37154981
grip,9.055826503,-19.55896023
exert,9.271112279,-18.39597315
weight,20.07760852,-33.185146
hammer,-47.70717364,-29.58707335
slug,-48.78349187,-22.70001719
hack,-51.08392193,-21.17258625
rub,-53.86350895,-38.06364436
poke,-47.99597465,-40.57076742
punch,-38.17317559,-30.72046754
stomp,-54.64677607,-21.14228411
clap,-54.42369003,-21.38977587
bang,-37.40103017,-31.8339787
buck,-36.74538238,-29.68713854
wipe,-32.75007269,-10.28612516
shove,-31.81078461,-20.57285417
bump,-31.17531086,-21.55574588
kick,-28.69800878,-15.10323561
knock,-32.73426979,-13.38817391
pull,-33.49519916,-13.60471428
squeeze,-34.12504998,-13.2965918
push,-32.18481935,-3.895299367
pry,-38.25399229,-7.481742209
strike,14.42839114,-52.69654284
wedge,-0.529488639,-61.28075109
press,68.22416321,-30.03576145
propel,-15.54695498,33.70972885
catapult,-15.56755895,33.59620317
stamp,19.59797568,-62.46484782
prod,-65.82801947,28.47375651
urge,-63.97791731,28.25965506
withstand,-41.03270976,32.1722146
resist,-42.11181539,33.73245168
bolt,-35.69630671,-61.86988166
shuttle,12.74468891,-73.34946583
cruise,12.63575991,-84.23491925
ski,-3.016745633,-77.27347893
travel,13.69076616,-84.37353258
ferry,12.37788849,-79.93332627
bus,13.35236268,-80.15604974
swirl,-0.21684977,-91.56755289
spiral,3.311062705,-87.92370105
hike,20.10261064,-87.85223195
trek,21.50437034,-88.06112327
rise,-35.96331028,-32.94890765
plummet,-36.93783705,-30.95708478
swell,-36.48362289,-33.05682449
surge,-30.48211144,-37.16697936
plunge,-32.37385016,-33.42617284
lag,-31.49191815,-39.39564631
skyrocket,-39.68191799,-28.73428562
tumble,-33.42429825,-32.91238773
slide,-33.10352209,-33.15549697
climb,-34.28616295,-31.99757611
jump,-35.8133107,-29.92820396
leap,-35.86708583,-29.85634052
swoop,-33.65741928,-34.78809953
flop,-26.28865233,-32.15113343
maneuver,-24.53884424,-10.26800706
escape,-25.02702654,-9.979059563
flee,-25.30907713,-9.824881479
sink,-53.89868535,6.297490088
crawl,-53.49865041,5.693311242
glide,-53.4234459,4.471869979
creep,-49.14628244,5.533688512
drift,-49.19778457,5.5407927
veer,-50.0190964,5.996226777
migrate,-46.05036365,9.219736219
skip,-18.2330845,4.475318674
go,-19.86280073,2.482614973
stumble,-23.27372185,-0.052172462
leave,-16.83929126,10.41088834
swim,-18.11815428,8.997661511
walk,-24.59558007,6.961033491
jog,-23.76677785,6.622609217
stroll,-24.99496516,8.694627644
wander,-26.03288575,10.48315929
limp,14.94957133,-30.02323833
lumber,-13.20898805,-62.24829504
meander,74.06707033,56.42797718
ramble,74.30773392,56.35379036
wade,-57.20542338,-10.39088
stagger,-69.83847701,-17.0773774
hurry,-26.16959428,-18.68688851
come,-27.23035733,-8.332151966
rush,-22.74733141,-21.694871
scramble,-22.63465037,-21.81153086
slip,-33.0528264,-10.29846844
chase,-27.16835136,-17.04915185
flip,-41.15214235,-18.80588949
spin,-41.74621831,-18.50123482
fall,-20.17030166,-25.00652406
spring,-20.14248535,-24.98998947
skate,-9.16818058,-19.6612272
run,-12.56693804,-16.56423313
fly,-11.27407153,-16.47254721
sail,-11.17501077,-16.40991081
drive,-13.73366992,-16.13791405
streak,-4.512930548,-26.80833272
march,-2.923027049,-51.99596553
parade,-3.082038917,-51.83461755
hope,43.19811372,-14.24259332
embark,-27.36414851,40.70303055
depart,-45.38022121,37.67429315
arrive,-45.38522646,37.60627386
immigrate,-46.13171328,44.27901836
emigrate,-46.18426548,44.49646358
crouch,-25.83267887,-60.6669569
perch,-24.3350675,-60.61901919
stoop,-3.780684071,-72.55307495
lie,-26.06059854,4.557770293
sit,-25.04116007,6.819474793
lean,17.3066239,-26.6728652
squat,16.64958302,-31.62343763
kneel,-55.35292923,-19.73815984
stand,-26.02848158,-6.55214519
hang,-32.61733292,-9.888137803
